title,text-data,desktop-hidden 2,desktop-hidden 4
"Apartment for rent  in Risskov, Denmark",86 m2 apartment for rent in Risskov,"10,965 DKK",86 m2
"Apartment for rent  in Risskov, Denmark",86 m2 apartment for rent in Risskov,"10,965 DKK",86 m2
"Apartment for rent  in Viborg, Denmark",108 m2 apartment for rent in Viborg,"9,170 DKK",108 m2
"Apartment for rent  in Vestbjerg, Denmark",91 m2 apartment for rent in Vestbjerg,"8,195 DKK",91 m2
"Apartment for rent  in Risskov, Denmark",64 m2 apartment for rent in Risskov,"8,160 DKK",64 m2
"House for rent  in Vanløse, Denmark",138 m2 house for rent in Vanløse,"23,000 DKK",138 m2
"Apartment for rent  in Hellerup, Denmark",96 m2 apartment for rent in Hellerup,"13,900 DKK",96 m2
"Apartment for rent  in Copenhagen K, Denmark",133 m2 apartment for rent in Copenhagen K,"18,995 DKK",133 m2
"Apartment for rent  in Copenhagen S, Denmark",96 m2 apartment for rent in Copenhagen S,"13,300 DKK",96 m2
"Apartment for rent  in Copenhagen S, Denmark",96 m2 apartment for rent in Copenhagen S,"12,958.50 DKK",96 m2
"Apartment for rent  in Copenhagen S, Denmark",109 m2 apartment for rent in Copenhagen S,"14,434.78 DKK",109 m2
"Apartment for rent  in Copenhagen S, Denmark",100 m2 apartment for rent in Copenhagen S,"13,666.66 DKK",100 m2
"Apartment for rent  in Copenhagen S, Denmark",100 m2 apartment for rent in Copenhagen S,"13,867.14 DKK",100 m2
"Apartment for rent  in Horsens, Denmark",87 m2 apartment for rent in Horsens,"7,703 DKK",87 m2
"Apartment for rent  in Næstved, Denmark",59 m2 apartment for rent in Næstved,"6,911.38 DKK",59 m2
"Apartment for rent  in Aalborg, Denmark",89 m2 apartment for rent in Aalborg,"8,597.92 DKK",89 m2
"Apartment for rent  in Nørresundby, Denmark",49 m2 apartment for rent in Nørresundby,"4,656.69 DKK",49 m2
"Apartment for rent  in Aalborg, Denmark",84 m2 apartment for rent in Aalborg,"8,400 DKK",84 m2
"Apartment for rent  in Esbjerg, Denmark",17 m2 apartment for rent in Esbjerg,2.50 DKK,17 m2
"Apartment for rent  in Copenhagen S, Denmark",86 m2 apartment for rent in Copenhagen S,"12,995 DKK",86 m2
"Apartment for rent  in Ikast, Denmark",83 m2 apartment for rent in Ikast,"7,900 DKK",83 m2
"Apartment for rent  in Aalborg, Denmark",83 m2 apartment for rent in Aalborg,"7,950 DKK",83 m2
"Apartment for rent  in Vejle, Denmark",103 m2 apartment for rent in Vejle,"7,800 DKK",103 m2
"Apartment for rent  in Copenhagen S, Denmark",102 m2 apartment for rent in Copenhagen S,"17,100 DKK",102 m2
"Apartment for rent  in Aalborg, Denmark",89 m2 apartment for rent in Aalborg,"9,495 DKK",89 m2
"Apartment for rent  in Aalborg, Denmark",93 m2 apartment for rent in Aalborg,"9,500 DKK",93 m2
"Apartment for rent  in Aalborg, Denmark",68 m2 apartment for rent in Aalborg,"5,500 DKK",68 m2
"Apartment for rent  in Silkeborg, Denmark",114 m2 apartment for rent in Silkeborg,"9,700 DKK",114 m2
"Apartment for rent  in Aalborg Øst, Denmark",105 m2 apartment for rent in Aalborg Øst,"8,650 DKK",105 m2
"Apartment for rent  in Snedsted, Denmark",80 m2 apartment for rent in Snedsted,"4,250 DKK",80 m2
"House for rent  in Randers SØ, Denmark",204 m2 house for rent in Randers SØ,"16,000 DKK",204 m2
"Apartment for rent  in Lystrup, Denmark",106 m2 apartment for rent in Lystrup,"9,971.52 DKK",106 m2
"Apartment for rent  in Viborg, Denmark",64 m2 apartment for rent in Viborg,"4,500 DKK",64 m2
"Apartment for rent  in Esbjerg, Denmark",93 m2 apartment for rent in Esbjerg,8.70 DKK,93 m2
"Apartment for rent  in Copenhagen SV, Denmark",101 m2 apartment for rent in Copenhagen SV,"14,700 DKK",101 m2
"Apartment for rent  in Bjerringbro, Denmark",83 m2 apartment for rent in Bjerringbro,"4,905 DKK",83 m2
"Apartment for rent  in Viborg, Denmark",20 m2 apartment for rent in Viborg,250 DKK,20 m2
"Apartment for rent  in Kolding, Denmark",96 m2 apartment for rent in Kolding,"6,400 DKK",96 m2
"Apartment for rent  in Haderslev, Denmark",85 m2 apartment for rent in Haderslev,"5,000 DKK",85 m2
"Apartment for rent  in Viborg, Denmark",59 m2 apartment for rent in Viborg,"4,313 DKK",59 m2
"Apartment for rent  in Viborg, Denmark",35 m2 apartment for rent in Viborg,"3,475 DKK",35 m2
"Apartment for rent  in Esbjerg, Denmark",85 m2 apartment for rent in Esbjerg,6.10 DKK,85 m2
"Apartment for rent  in Esbjerg, Denmark",75 m2 apartment for rent in Esbjerg,7.30 DKK,75 m2
"Apartment for rent  in Risskov, Denmark",98 m2 apartment for rent in Risskov,"12,200 DKK",98 m2
"Apartment for rent  in Nykøbing F, Denmark",79 m2 apartment for rent in Nykøbing F,"4,925 DKK",79 m2
"Apartment for rent  in Taastrup, Denmark",67 m2 apartment for rent in Taastrup,"9,300 DKK",67 m2
"Apartment for rent  in Vejle Øst, Denmark",99 m2 apartment for rent in Vejle Øst,"10,210 DKK",99 m2
"Apartment for rent  in Viborg, Denmark",21 m2 apartment for rent in Viborg,"1,830 DKK",21 m2
"Apartment for rent  in Viborg, Denmark",21 m2 apartment for rent in Viborg,"1,830 DKK",21 m2
"Apartment for rent  in Brabrand, Denmark",48 m2 apartment for rent in Brabrand,"5,995 DKK",48 m2
"Apartment for rent  in Hvidovre, Denmark",103 m2 apartment for rent in Hvidovre,"15,250 DKK",103 m2
"Apartment for rent  in Aalborg SV, Denmark",101 m2 apartment for rent in Aalborg SV,"9,100 DKK",101 m2
"Apartment for rent  in Aalborg SV, Denmark",101 m2 apartment for rent in Aalborg SV,"9,500 DKK",101 m2
"Apartment for rent  in Aalborg SV, Denmark",101 m2 apartment for rent in Aalborg SV,"9,400 DKK",101 m2
"Apartment for rent  in Aalborg SV, Denmark",105 m2 apartment for rent in Aalborg SV,"9,300 DKK",105 m2
"Apartment for rent  in Aalborg SV, Denmark",105 m2 apartment for rent in Aalborg SV,"9,100 DKK",105 m2
"Apartment for rent  in Aalborg SV, Denmark",104 m2 apartment for rent in Aalborg SV,"9,200 DKK",104 m2
"Apartment for rent  in Aalborg SV, Denmark",104 m2 apartment for rent in Aalborg SV,"9,100 DKK",104 m2
"Apartment for rent  in Aalborg SV, Denmark",104 m2 apartment for rent in Aalborg SV,"9,400 DKK",104 m2
"Apartment for rent  in Aalborg SV, Denmark",134 m2 apartment for rent in Aalborg SV,"10,500 DKK",134 m2
"Apartment for rent  in Aalborg SV, Denmark",148 m2 apartment for rent in Aalborg SV,"11,200 DKK",148 m2
"Apartment for rent  in Risskov, Denmark",100 m2 apartment for rent in Risskov,"11,990 DKK",100 m2
"Apartment for rent  in Risskov, Denmark",92 m2 apartment for rent in Risskov,"11,900 DKK",92 m2
"Apartment for rent  in Højslev, Denmark",83 m2 apartment for rent in Højslev,"4,647 DKK",83 m2
"Apartment for rent  in Hjørring, Denmark",42 m2 apartment for rent in Hjørring,"4,166 DKK",42 m2
"Room for rent  in Vinderup, Denmark",36 m2 room for rent in Vinderup,"1,879 DKK",36 m2
"Apartment for rent  in Randers SØ, Denmark",112 m2 apartment for rent in Randers SØ,"9,600 DKK",112 m2
"Apartment for rent  in Silkeborg, Denmark",68 m2 apartment for rent in Silkeborg,"6,250 DKK",68 m2
"Apartment for rent  in Lystrup, Denmark",110 m2 apartment for rent in Lystrup,"10,338.18 DKK",110 m2
"Apartment for rent  in Næstved, Denmark",49 m2 apartment for rent in Næstved,"5,000 DKK",49 m2
"Apartment for rent  in Fredericia, Denmark",119 m2 apartment for rent in Fredericia,"5,967.40 DKK",119 m2
"Apartment for rent  in Odense C, Denmark",95 m2 apartment for rent in Odense C,"11,600 DKK",95 m2
"Apartment for rent  in Risskov, Denmark",72 m2 apartment for rent in Risskov,"9,180 DKK",72 m2
"Apartment for rent  in Esbjerg N, Denmark",48 m2 apartment for rent in Esbjerg N,"4,400 DKK",48 m2
"Apartment for rent  in Esbjerg, Denmark",37 m2 apartment for rent in Esbjerg,"3,995 DKK",37 m2
"Apartment for rent  in Kolding, Denmark",77 m2 apartment for rent in Kolding,"8,800 DKK",77 m2
"Apartment for rent  in Slagelse, Denmark",52 m2 apartment for rent in Slagelse,"8,995 DKK",52 m2
"Apartment for rent  in Tarm, Denmark",54 m2 apartment for rent in Tarm,"3,300 DKK",54 m2
"Apartment for rent  in Vejle, Denmark",99 m2 apartment for rent in Vejle,"6,499 DKK",99 m2
"Apartment for rent  in Nykøbing F, Denmark",68 m2 apartment for rent in Nykøbing F,"4,251 DKK",68 m2
"Apartment for rent  in Hjørring, Denmark",100 m2 apartment for rent in Hjørring,"7,100 DKK",100 m2
"Apartment for rent  in Odense C, Denmark",85 m2 apartment for rent in Odense C,"6,800 DKK",85 m2
"Apartment for rent  in Aalborg, Denmark",98 m2 apartment for rent in Aalborg,"6,995 DKK",98 m2
"Apartment for rent  in Kolding, Denmark",77 m2 apartment for rent in Kolding,"8,800 DKK",77 m2
"Apartment for rent  in Rødding, Denmark",96 m2 apartment for rent in Rødding,"5,977 DKK",96 m2
"Apartment for rent  in Risskov, Denmark",66 m2 apartment for rent in Risskov,"8,250 DKK",66 m2
"Apartment for rent  in Hobro, Denmark",85 m2 apartment for rent in Hobro,"4,800 DKK",85 m2
"Apartment for rent  in Aarhus C, Denmark",89 m2 apartment for rent in Aarhus C,"9,550 DKK",89 m2
"Apartment for rent  in Aalborg, Denmark",94 m2 apartment for rent in Aalborg,"775,051 DKK",94 m2
"Apartment for rent  in Aalborg, Denmark",97 m2 apartment for rent in Aalborg,"797,393 DKK",97 m2
"Apartment for rent  in Aalborg, Denmark",101 m2 apartment for rent in Aalborg,"827,182 DKK",101 m2
"Apartment for rent  in Aalborg, Denmark",94 m2 apartment for rent in Aalborg,"775,051 DKK",94 m2
"Apartment for rent  in Aalborg, Denmark",101 m2 apartment for rent in Aalborg,"827,182 DKK",101 m2
"Apartment for rent  in Aalborg, Denmark",94 m2 apartment for rent in Aalborg,"775,051 DKK",94 m2
"Apartment for rent  in Aalborg, Denmark",95 m2 apartment for rent in Aalborg,"782,498 DKK",95 m2
"Apartment for rent  in Aalborg, Denmark",73 m2 apartment for rent in Aalborg,"618,656 DKK",73 m2
"Apartment for rent  in Aalborg, Denmark",95 m2 apartment for rent in Aalborg,"782,498 DKK",95 m2
"Apartment for rent  in Aalborg, Denmark",95 m2 apartment for rent in Aalborg,"782,498 DKK",95 m2
"Apartment for rent  in Aalborg, Denmark",95 m2 apartment for rent in Aalborg,"782,498 DKK",95 m2
"Apartment for rent  in Aalborg, Denmark",95 m2 apartment for rent in Aalborg,"782,498 DKK",95 m2
"Apartment for rent  in Aalborg, Denmark",92 m2 apartment for rent in Aalborg,"760,156 DKK",92 m2
"Apartment for rent  in Aalborg, Denmark",92 m2 apartment for rent in Aalborg,"760,156 DKK",92 m2
"Apartment for rent  in Aalborg, Denmark",92 m2 apartment for rent in Aalborg,"760,156 DKK",92 m2
"Apartment for rent  in Aalborg, Denmark",96 m2 apartment for rent in Aalborg,"789,945 DKK",96 m2
"Apartment for rent  in Aalborg, Denmark",97 m2 apartment for rent in Aalborg,"797,393 DKK",97 m2
"Apartment for rent  in Aalborg, Denmark",92 m2 apartment for rent in Aalborg,"760,156 DKK",92 m2
"Apartment for rent  in Aalborg, Denmark",92 m2 apartment for rent in Aalborg,"760,156 DKK",92 m2
"Apartment for rent  in Aalborg, Denmark",96 m2 apartment for rent in Aalborg,"789,945 DKK",96 m2
"Apartment for rent  in Aalborg, Denmark",97 m2 apartment for rent in Aalborg,"797,393 DKK",97 m2
"Apartment for rent  in Aalborg, Denmark",92 m2 apartment for rent in Aalborg,"760,156 DKK",92 m2
"Apartment for rent  in Aalborg, Denmark",92 m2 apartment for rent in Aalborg,"760,156 DKK",92 m2
"Apartment for rent  in Aalborg, Denmark",96 m2 apartment for rent in Aalborg,"789,945 DKK",96 m2
"Apartment for rent  in Aalborg, Denmark",97 m2 apartment for rent in Aalborg,"797,393 DKK",97 m2
"Apartment for rent  in Assens, Denmark",83 m2 apartment for rent in Assens,"8,341.63 DKK",83 m2
"Apartment for rent  in Risskov, Denmark",62 m2 apartment for rent in Risskov,"8,695 DKK",62 m2
"Apartment for rent  in Fredericia, Denmark",93 m2 apartment for rent in Fredericia,"6,985 DKK",93 m2
"Apartment for rent  in Copenhagen Østerbro, Denmark",62 m2 apartment for rent in Copenhagen Østerbro,"12,500 DKK",62 m2
"Apartment for rent  in Vejle, Denmark",81 m2 apartment for rent in Vejle,"4,999 DKK",81 m2
"Apartment for rent  in Thisted, Denmark",80 m2 apartment for rent in Thisted,"5,100 DKK",80 m2
"Apartment for rent  in Aarhus C, Denmark",60 m2 apartment for rent in Aarhus C,"7,963 DKK",60 m2
"Apartment for rent  in Vejle, Denmark",79 m2 apartment for rent in Vejle,"5,999 DKK",79 m2
"Apartment for rent  in Aalborg, Denmark",52 m2 apartment for rent in Aalborg,"3,959 DKK",52 m2
"Apartment for rent  in Kolding, Denmark",198 m2 apartment for rent in Kolding,"12,000 DKK",198 m2
"Apartment for rent  in Horsens, Denmark",106 m2 apartment for rent in Horsens,"9,995 DKK",106 m2
"Apartment for rent  in Kolding, Denmark",176 m2 apartment for rent in Kolding,"13,800 DKK",176 m2
"Apartment for rent  in Hvidovre, Denmark",100 m2 apartment for rent in Hvidovre,"15,250 DKK",100 m2
"Apartment for rent  in Viborg, Denmark",73 m2 apartment for rent in Viborg,"7,000 DKK",73 m2
"Apartment for rent  in Nakskov, Denmark",29 m2 apartment for rent in Nakskov,"2,206 DKK",29 m2
"Apartment for rent  in Aabenraa, Denmark",80 m2 apartment for rent in Aabenraa,"5,150 DKK",80 m2
"Apartment for rent  in Aarhus C, Denmark",133 m2 apartment for rent in Aarhus C,"12,900 DKK",133 m2
"Apartment for rent  in Kolding, Denmark",99 m2 apartment for rent in Kolding,"8,622 DKK",99 m2
"Apartment for rent  in Kolding, Denmark",87 m2 apartment for rent in Kolding,"7,484 DKK",87 m2
"Apartment for rent  in Herning, Denmark",113 m2 apartment for rent in Herning,"8,950 DKK",113 m2
"Apartment for rent  in Skals, Denmark",56 m2 apartment for rent in Skals,"4,650 DKK",56 m2
"Apartment for rent  in Åbyhøj, Denmark",94 m2 apartment for rent in Åbyhøj,"12,004 DKK",94 m2
"Apartment for rent  in Åbyhøj, Denmark",96 m2 apartment for rent in Åbyhøj,"11,100 DKK",96 m2
"Apartment for rent  in Åbyhøj, Denmark",96 m2 apartment for rent in Åbyhøj,"10,900 DKK",96 m2
"Apartment for rent  in Åbyhøj, Denmark",96 m2 apartment for rent in Åbyhøj,"11,388 DKK",96 m2
"Apartment for rent  in Hjørring, Denmark",62 m2 apartment for rent in Hjørring,"3,750 DKK",62 m2
"Apartment for rent  in Hjørring, Denmark",62 m2 apartment for rent in Hjørring,"4,400 DKK",62 m2
"Apartment for rent  in Viborg, Denmark",51 m2 apartment for rent in Viborg,"3,650 DKK",51 m2
"Apartment for rent  in Hjørring, Denmark",44 m2 apartment for rent in Hjørring,"4,372 DKK",44 m2
"Apartment for rent  in Randers NV, Denmark",76 m2 apartment for rent in Randers NV,"5,128 DKK",76 m2
"Apartment for rent  in Copenhagen S, Denmark",136 m2 apartment for rent in Copenhagen S,"15,600 DKK",136 m2
"Apartment for rent  in Copenhagen S, Denmark",92 m2 apartment for rent in Copenhagen S,"13,100 DKK",92 m2
"Apartment for rent  in Hjørring, Denmark",75 m2 apartment for rent in Hjørring,"5,467 DKK",75 m2
"Apartment for rent  in Højer, Denmark",68 m2 apartment for rent in Højer,"3,610 DKK",68 m2
"Apartment for rent  in Odense C, Denmark",237 m2 apartment for rent in Odense C,"16,500 DKK",237 m2
"Apartment for rent  in Hjørring, Denmark",34 m2 apartment for rent in Hjørring,"2,754 DKK",34 m2
"Apartment for rent  in Valby, Denmark",66 m2 apartment for rent in Valby,"12,000 DKK",66 m2
"Apartment for rent  in Aarhus C, Denmark",73 m2 apartment for rent in Aarhus C,"8,936.27 DKK",73 m2
"Apartment for rent  in Viborg, Denmark",92 m2 apartment for rent in Viborg,"5,950 DKK",92 m2
"Apartment for rent  in Aalborg, Denmark",77 m2 apartment for rent in Aalborg,"4,700 DKK",77 m2
"Apartment for rent  in Frederikshavn, Denmark",82 m2 apartment for rent in Frederikshavn,"5,473 DKK",82 m2
"Apartment for rent  in Thisted, Denmark",86 m2 apartment for rent in Thisted,"5,000 DKK",86 m2
"Apartment for rent  in Copenhagen SV, Denmark",93 m2 apartment for rent in Copenhagen SV,"15,950 DKK",93 m2
"House for rent  in Charlottenlund, Denmark",212 m2 house for rent in Charlottenlund,"45,000 DKK",212 m2
"Apartment for rent  in Skive, Denmark",91 m2 apartment for rent in Skive,"4,250 DKK",91 m2
"Apartment for rent  in Frederikshavn, Denmark",90 m2 apartment for rent in Frederikshavn,Not specified,90 m2
"Apartment for rent  in Hjørring, Denmark",45 m2 apartment for rent in Hjørring,Not specified,45 m2
"Apartment for rent  in Fredericia, Denmark",76 m2 apartment for rent in Fredericia,"4,650 DKK",76 m2
"Apartment for rent  in Herning, Denmark",62 m2 apartment for rent in Herning,"4,513 DKK",62 m2
"House for rent  in Kolding, Denmark",137 m2 house for rent in Kolding,"11,900 DKK",137 m2
"Apartment for rent  in Randers C, Denmark",109 m2 apartment for rent in Randers C,"5,125 DKK",109 m2
"Apartment for rent  in Viborg, Denmark",80 m2 apartment for rent in Viborg,"4,975 DKK",80 m2
"Apartment for rent  in Odense C, Denmark",119 m2 apartment for rent in Odense C,"8,900 DKK",119 m2
"Apartment for rent  in Haderslev, Denmark",53 m2 apartment for rent in Haderslev,"4,254 DKK",53 m2
"Apartment for rent  in Odense S, Denmark",79 m2 apartment for rent in Odense S,"7,150 DKK",79 m2
"Apartment for rent  in Herning, Denmark",26 m2 apartment for rent in Herning,"3,016 DKK",26 m2
"Apartment for rent  in Viborg, Denmark",85 m2 apartment for rent in Viborg,"5,343 DKK",85 m2
"Apartment for rent  in Copenhagen S, Denmark",71 m2 apartment for rent in Copenhagen S,"12,400 DKK",71 m2
"Apartment for rent  in Randers C, Denmark",55 m2 apartment for rent in Randers C,"3,940.44 DKK",55 m2
"Apartment for rent  in Randers C, Denmark",82 m2 apartment for rent in Randers C,"4,783.33 DKK",82 m2
"Apartment for rent  in Randers C, Denmark",102 m2 apartment for rent in Randers C,"6,950 DKK",102 m2
"Apartment for rent  in Haderslev, Denmark",93 m2 apartment for rent in Haderslev,"5,800 DKK",93 m2
"Apartment for rent  in Aarhus C, Denmark",84 m2 apartment for rent in Aarhus C,"9,500 DKK",84 m2
